Operating Temperature (¡æ),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),Membrane Thickness (¦Ìm),EW,QUALIFIED,Current at 1.8 V
50<TEMP<=60,PRESS=1,FR>24,AA>25,PURE IR,RU FREE,O FREE,0.4<ICA<=0.5,PURE PT,ICC>2,0.75<AL<=1,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.10729
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,2.5456
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,2.37721
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,2.85
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,2.9116
TEMP<=30,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,DISQUALIFIED,1.35982
30<TEMP<=40,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,1.60012
50<TEMP<=60,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,2.12431
80<TEMP<=90,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,3.03796
50<TEMP<=60,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.5<ICA<=0.75,PURE PT,0.5<ICC<=0.7,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.97519
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,ICA=0,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.46604
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.89905
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.42563
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.17605
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.48812
TEMP<=30,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,DISQUALIFIED,1.40264
30<TEMP<=40,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,1.94562
50<TEMP<=60,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.93829
80<TEMP<=90,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,0<PT<=20,0.4<ICC<=0.5,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,4.13796
TEMP<=30,PRESS=1,FR<=3,5<AA<=25,PURE IR,RU FREE,O FREE,0.4<ICA<=0.5,PURE PT,0.4<ICC<=0.5,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.14617
TEMP<=30,PRESS=1,FR<=3,5<AA<=25,PURE IR,RU FREE,O FREE,0.4<ICA<=0.5,PURE PT,0.4<ICC<=0.5,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.2056
TEMP<=30,PRESS=1,3<FR<=6,5<AA<=25,PURE IR,RU FREE,O FREE,0.4<ICA<=0.5,PURE PT,0.3<ICC<=0.4,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.21409
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,1.58926
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,1.69685
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.45769
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.08890738
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,5.6543375
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,4.36843321
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.77040794
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,EW>1100,QUALIFIED,5.63009924
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0<ICA<=0.1,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,EW>1100,QUALIFIED,4.59083
70<TEMP<=80,PRESS=1,FR>24,AA>25,PURE IR,RU FREE,O FREE,0.75<ICA<1.5,PURE PT,ICC>2,AL<=0.25,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.49529
60<TEMP<=70,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,PURE PT,0<ICC<=0.3,0.75<AL<=1,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.42100381
60<TEMP<=70,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,PURE PT,0.3<ICC<=0.4,0.75<AL<=1,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.22889
60<TEMP<=70,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,ICA>1.5,PURE PT,ICC>2,0.75<AL<=1,0.25<CL<=0.5,MEMBRANE>175,1000<EW<=1100,DISQUALIFIED,0.92443
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,PURE PT,0.4<ICC<=0.5,0.75<AL<=1,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.22141
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,PURE PT,0.3<ICC<=0.4,0.75<AL<=1,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.56835
TEMP<=30,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.49379
40<TEMP<=50,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.89341
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.36045
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.09605
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.52647
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,75<IR<=85,RU FREE,0<O<=15,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.27592
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,O FREE,0.75<ICA<1.5,PURE PT,ICC>2,AL<=0.25,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.29952
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,O FREE,0.75<ICA<1.5,PURE PT,ICC>2,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.37301
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,O FREE,0.75<ICA<1.5,PURE PT,ICC>2,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.031
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,O FREE,0.75<ICA<1.5,PURE PT,ICC>2,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.43228
70<TEMP<=80,PRESS=1,FR>24,AA>25,PURE IR,RU FREE,O FREE,0.75<ICA<1.5,PURE PT,ICC>2,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.20126
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,0<O<=15,0.75<ICA<1.5,PURE PT,ICC>2,AL<=0.25,CL>0.5,MEMBRANE>175,1000<EW<=1100,DISQUALIFIED,1.16255
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,0.5<AL<=0.75,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.92179
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.96102
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.62417
30<TEMP<=40,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,DISQUALIFIED,0.20972
30<TEMP<=40,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,DISQUALIFIED,0.13877
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,ICA=0,PURE PT,ICC=0,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.5588
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,ICA=0,PURE PT,ICC=0,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.72142
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,ICA=0,PURE PT,ICC=0,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.94065
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,ICA=0,PURE PT,ICC=0,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.66874
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,0.5<AL<=0.75,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.46132
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,75<IR<=85,RU FREE,0<O<=15,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.31155
50<TEMP<=60,PRESS=1,3<FR<=6,5<AA<=25,25<IR<=50,RU FREE,15<O<=25,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,0.25<AL<=0.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.3564
60<TEMP<=70,PRESS=1,3<FR<=6,5<AA<=25,25<IR<=50,RU FREE,15<O<=25,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,0.25<AL<=0.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.49638
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,25<IR<=50,RU FREE,15<O<=25,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,0.25<AL<=0.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.71527
50<TEMP<=60,PRESS=1,3<FR<=6,5<AA<=25,25<IR<=50,RU FREE,O>25,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL<=0.25,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.21533
60<TEMP<=70,PRESS=1,3<FR<=6,5<AA<=25,25<IR<=50,RU FREE,O>25,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL<=0.25,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.22857
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,25<IR<=50,RU FREE,O>25,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL<=0.25,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.30806
80<TEMP<=90,PRESS>3,6<FR<=24,AA<=5,PURE IR,RU FREE,O FREE,0.3<ICA<=0.4,20<PT<=40,0.5<ICC<=0.7,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.27996
80<TEMP<=90,PRESS>3,FR<=3,AA<=5,IR<=25,25<RU<=50,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.49241
80<TEMP<=90,PRESS>3,6<FR<=24,5<AA<=25,PURE IR,RU FREE,O FREE,0.5<ICA<=0.75,PT FREE,0.7<ICC<=1,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.61341
80<TEMP<=90,PRESS>3,6<FR<=24,5<AA<=25,75<IR<=85,RU FREE,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.67497
TEMP<=30,PRESS=1,6<FR<=24,5<AA<=25,75<IR<=85,RU FREE,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.53131
TEMP<=30,PRESS>3,6<FR<=24,5<AA<=25,75<IR<=85,RU FREE,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.54794
80<TEMP<=90,PRESS=1,6<FR<=24,AA<=5,75<IR<=85,RU FREE,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.4145
80<TEMP<=90,PRESS>3,3<FR<=6,5<AA<=25,75<IR<=85,RU FREE,15<O<=25,0.3<ICA<=0.4,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.52172
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.36896
60<TEMP<=70,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.31407
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.27515
40<TEMP<=50,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.2406
30<TEMP<=40,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.19534
TEMP<=30,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.1735
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,20<PT<=40,0.5<ICC<=0.7,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.43583
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,2.97719
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,3.60389
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,3.51608
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,3.30446
TEMP<=30,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,DISQUALIFIED,1.29707
30<TEMP<=40,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,1.618
50<TEMP<=60,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,2.05881
50<TEMP<=60,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,2.29859
60<TEMP<=70,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,2.6896
80<TEMP<=90,PRESS=1,3<FR<=6,AA<=5,25<IR<=50,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,900<EW<=1000,QUALIFIED,3.23186
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,PT FREE,1<ICC<=2,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.09567
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,PT FREE,1<ICC<=2,1<AL<=1.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,DISQUALIFIED,0.41066
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,40<PT<=60,1<ICC<=2,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.37114
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,40<PT<=60,1<ICC<=2,1<AL<=1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.19737
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,ICA>1.5,0<PT<=20,0.3<ICC<=0.4,0.75<AL<=1,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.91268
TEMP<=30,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.5<ICA<=0.75,20<PT<=40,ICC>2,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.00736
TEMP<=30,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,ICC>2,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.00746
TEMP<=30,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.5<ICA<=0.75,20<PT<=40,ICC>2,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.00672
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0<ICA<=0.1,40<PT<=60,0.5<ICC<=0.7,AL>1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,4.01019
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,40<PT<=60,0.5<ICC<=0.7,AL>1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,4.19811
